1,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
2,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
3,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
4,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
5,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
6,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
7,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
8,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
9,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
10,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
11,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
12,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
13,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
14,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
15,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
16,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
17,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
18,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
19,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
20,-3.00E-05,-5.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1,0
21,2.00E-05,4.00E-05,-2.00E-05,-0.00021,-0.0003,-0.00033,-4.00E-05,1.00E-05,0,1
22,2.00E-05,4.00E-05,-2.00E-05,-0.00021,-0.0003,-0.00033,-4.00E-05,1.00E-05,0,1
23,2.00E-05,4.00E-05,-2.00E-05,-0.00021,-0.0003,-0.00033,-4.00E-05,1.00E-05,0,1
24,2.00E-05,4.00E-05,-2.00E-05,-0.00021,-0.0003,-0.00033,-4.00E-05,1.00E-05,0,1
25,2.00E-05,4.00E-05,-2.00E-05,-0.00021,-0.0003,-0.00033,-4.00E-05,1.00E-05,0,1
26,2.00E-05,4.00E-05,-2.00E-05,-0.00021,-0.0003,-0.00033,-4.00E-05,1.00E-05,0,1
27,2.00E-05,4.00E-05,-2.00E-05,-0.00021,-0.0003,-0.00033,-4.00E-05,1.00E-05,0,1
28,2.00E-05,4.00E-05,-2.00E-05,-0.00021,-0.0003,-0.00033,-4.00E-05,1.00E-05,0,1
29,2.00E-05,4.00E-05,-2.00E-05,-0.00021,-0.0003,-0.00033,-4.00E-05,1.00E-05,0,1
30,2.00E-05,4.00E-05,-2.00E-05,-0.00021,-0.0003,-0.00033,-4.00E-05,1.00E-05,0,1
31,2.00E-05,4.00E-05,-2.00E-05,-0.00021,-0.0003,-0.00033,-4.00E-05,1.00E-05,0,1
32,2.00E-05,4.00E-05,-2.00E-05,-0.00021,-0.0003,-0.00033,-4.00E-05,1.00E-05,0,1
33,2.00E-05,4.00E-05,-2.00E-05,-0.00021,-0.0003,-0.00033,-4.00E-05,1.00E-05,0,1
34,2.00E-05,4.00E-05,-2.00E-05,-0.00021,-0.0003,-0.00033,-4.00E-05,1.00E-05,0,1
35,2.00E-05,4.00E-05,-2.00E-05,-0.00021,-0.0003,-0.00033,-4.00E-05,1.00E-05,0,1
36,1.00E-05,-5.00E-05,-4.00E-05,0.00014,0.0002,6.00E-05,-8.00E-05,-2.00E-05,0,1
37,-3.00E-05,3.00E-05,-5.00E-05,-0.00014,-0.00028,-0.00016,2.00E-05,0,0,1
38,-3.00E-05,3.00E-05,-5.00E-05,-0.00014,-0.00028,-0.00016,2.00E-05,0,0,1
39,-3.00E-05,3.00E-05,-5.00E-05,-0.00014,-0.00028,-0.00016,2.00E-05,0,0,1
40,-3.00E-05,3.00E-05,-5.00E-05,-0.00014,-0.00028,-0.00016,2.00E-05,0,0,1
41,-1.00E-05,-2.00E-05,-3.00E-05,-1.00E-05,2.00E-05,-2.00E-05,1.00E-05,1.00E-05,1,0
42,-1.00E-05,-2.00E-05,-3.00E-05,-1.00E-05,2.00E-05,-2.00E-05,1.00E-05,1.00E-05,1,0
43,-1.00E-05,-2.00E-05,-3.00E-05,-1.00E-05,2.00E-05,-2.00E-05,1.00E-05,1.00E-05,1,0
44,-1.00E-05,0,-1.00E-05,1.00E-05,-1.00E-05,-1.00E-05,-3.00E-05,0,1,0
45,-3.00E-05,-6.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,0,1,0
46,-3.00E-05,3.00E-05,-5.00E-05,-0.00014,-0.00028,-0.00016,2.00E-05,0,0,1
47,-3.00E-05,3.00E-05,-5.00E-05,-0.00014,-0.00028,-0.00016,2.00E-05,0,0,1
48,-4.00E-05,-1.00E-05,-4.00E-05,0.00011,0.00026,0.00023,0,-2.00E-05,0,1
49,-4.00E-05,-1.00E-05,-4.00E-05,0.00011,0.00026,0.00023,0,-2.00E-05,0,1
50,-4.00E-05,-1.00E-05,-4.00E-05,0.00011,0.00026,0.00023,0,-2.00E-05,0,1
